seed,num_classes,combo_idx,class_list,subset_pct,num_samples,samples_per_class,epochs_trained,training_time,accuracy,balanced_accuracy,f1_macro,f1_weighted,precision_macro,recall_macro,auroc_macro,auprc_macro,mcc,cohens_kappa,log_loss
73962792,8,3,"[1, 2, 3, 4, 5, 7, 8, 9]",100,48000,6000,20,41.16,0.9624,0.9624,0.9624,0.9624,0.9626,0.9624,0.9986,0.9914,0.957,0.957,0.1165
73962792,8,4,"[1, 2, 4, 5, 6, 7, 8, 9]",10,4800,600,19,3.86,0.9099,0.9099,0.9098,0.9098,0.911,0.9099,0.9927,0.9582,0.8972,0.897,0.2795
73962792,8,4,"[1, 2, 4, 5, 6, 7, 8, 9]",20,9600,1200,15,6.1,0.9149,0.9149,0.9149,0.9149,0.916,0.9149,0.9937,0.9624,0.9029,0.9027,0.2289
73962792,8,4,"[1, 2, 4, 5, 6, 7, 8, 9]",30,14400,1800,19,11.9,0.9216,0.9216,0.9207,0.9207,0.9258,0.9216,0.9953,0.9715,0.9112,0.9104,0.2375
73962792,8,4,"[1, 2, 4, 5, 6, 7, 8, 9]",40,19200,2400,18,14.93,0.9296,0.9296,0.9299,0.9299,0.9315,0.9296,0.9959,0.9758,0.9198,0.9196,0.1996
73962792,8,4,"[1, 2, 4, 5, 6, 7, 8, 9]",50,24000,3000,15,15.76,0.9324,0.9324,0.9323,0.9323,0.9328,0.9324,0.9956,0.9733,0.9228,0.9227,0.1907
73962792,8,4,"[1, 2, 4, 5, 6, 7, 8, 9]",60,28800,3600,16,20.09,0.9347,0.9347,0.9347,0.9347,0.9358,0.9347,0.9961,0.977,0.9256,0.9254,0.1876
73962792,8,4,"[1, 2, 4, 5, 6, 7, 8, 9]",70,33600,4200,16,24.64,0.9396,0.9396,0.9397,0.9397,0.94,0.9396,0.9965,0.9793,0.931,0.931,0.1694
73962792,8,4,"[1, 2, 4, 5, 6, 7, 8, 9]",80,38400,4800,16,30.12,0.9386,0.9386,0.9389,0.9389,0.9399,0.9386,0.9967,0.9797,0.93,0.9299,0.1684
73962792,8,4,"[1, 2, 4, 5, 6, 7, 8, 9]",90,43200,5400,21,42.63,0.9426,0.9426,0.9426,0.9426,0.9432,0.9426,0.997,0.9821,0.9345,0.9344,0.1746
73962792,8,4,"[1, 2, 4, 5, 6, 7, 8, 9]",100,48000,6000,16,34.93,0.943,0.943,0.943,0.943,0.9432,0.943,0.9968,0.9808,0.9349,0.9349,0.1623
73962792,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",10,5400,600,20,4.84,0.8636,0.8636,0.8628,0.8628,0.8689,0.8636,0.9872,0.9259,0.8476,0.8465,0.4097
73962792,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",20,10800,1200,17,8.27,0.8869,0.8869,0.8861,0.8861,0.8878,0.8869,0.9899,0.9422,0.8731,0.8728,0.3323
73962792,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",30,16200,1800,19,13.7,0.8949,0.8949,0.8952,0.8952,0.8956,0.8949,0.9911,0.9474,0.8818,0.8818,0.3062
73962792,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",40,21600,2400,15,13.98,0.8992,0.8992,0.8977,0.8977,0.8993,0.8992,0.9918,0.9517,0.887,0.8866,0.2849
73962792,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",50,27000,3000,17,20.0,0.903,0.903,0.9029,0.9029,0.9036,0.903,0.9928,0.9562,0.891,0.8909,0.2675
73962792,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",60,32400,3600,17,24.08,0.9111,0.9111,0.9098,0.9098,0.911,0.9111,0.9936,0.961,0.9003,0.9,0.2492
73962792,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",70,37800,4200,16,26.08,0.9087,0.9087,0.9091,0.9091,0.9106,0.9087,0.9937,0.961,0.8974,0.8972,0.2481
73962792,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",80,43200,4800,18,33.58,0.9189,0.9189,0.9193,0.9193,0.92,0.9189,0.9943,0.9651,0.9088,0.9087,0.2311
73962792,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",90,48600,5400,19,38.61,0.9148,0.9148,0.9142,0.9142,0.9155,0.9148,0.9937,0.962,0.9044,0.9041,0.256
73962792,9,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",100,54000,6000,18,40.49,0.9186,0.9186,0.9183,0.9183,0.9183,0.9186,0.9944,0.9659,0.9084,0.9084,0.229
73962792,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",10,5400,600,18,4.1,0.858,0.858,0.8594,0.8594,0.8658,0.858,0.9879,0.9273,0.8409,0.8402,0.39
73962792,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",20,10800,1200,18,8.42,0.8806,0.8806,0.8785,0.8785,0.8826,0.8806,0.9904,0.9416,0.8664,0.8656,0.3427
73962792,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",30,16200,1800,16,11.12,0.8931,0.8931,0.8926,0.8926,0.894,0.8931,0.9914,0.9485,0.88,0.8798,0.3011
73962792,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",40,21600,2400,17,16.3,0.9024,0.9024,0.9006,0.9006,0.9023,0.9024,0.9928,0.9563,0.8907,0.8902,0.2733
73962792,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",50,27000,3000,17,19.33,0.901,0.901,0.9013,0.9013,0.9022,0.901,0.9928,0.955,0.8887,0.8886,0.2735
73962792,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",60,32400,3600,19,26.8,0.906,0.906,0.9052,0.9052,0.9057,0.906,0.9932,0.9585,0.8944,0.8942,0.2661
73962792,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",70,37800,4200,16,26.16,0.9031,0.9031,0.9031,0.9031,0.904,0.9031,0.9934,0.9588,0.8911,0.891,0.2584
73962792,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",80,43200,4800,18,35.99,0.9101,0.9101,0.9102,0.9102,0.911,0.9101,0.9942,0.9638,0.899,0.8989,0.2446
73962792,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",90,48600,5400,20,44.93,0.9116,0.9116,0.9119,0.9119,0.9129,0.9116,0.9942,0.965,0.9006,0.9005,0.2548
73962792,9,1,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",100,54000,6000,18,49.96,0.918,0.918,0.9175,0.9175,0.9176,0.918,0.9945,0.9662,0.9078,0.9078,0.236
73962792,9,2,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",10,5400,600,17,4.63,0.905,0.905,0.905,0.905,0.9067,0.905,0.9924,0.9545,0.8934,0.8931,0.2856
73962792,9,2,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",20,10800,1200,14,7.64,0.9048,0.9048,0.9059,0.9059,0.909,0.9048,0.9935,0.9597,0.8932,0.8929,0.2642
73962792,9,2,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",30,16200,1800,19,15.17,0.9223,0.9223,0.9221,0.9221,0.922,0.9223,0.9949,0.9689,0.9126,0.9126,0.235
73962792,9,2,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",40,21600,2400,13,13.97,0.9168,0.9168,0.9159,0.9159,0.9161,0.9168,0.9943,0.9647,0.9065,0.9064,0.2296
73962792,9,2,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",50,27000,3000,15,19.34,0.9253,0.9253,0.9245,0.9245,0.9264,0.9253,0.9954,0.9712,0.9164,0.916,0.2198
73962792,9,2,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",60,32400,3600,16,23.91,0.9294,0.9294,0.9294,0.9294,0.9294,0.9294,0.9956,0.9727,0.9206,0.9206,0.1977
73962792,9,2,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",70,37800,4200,16,27.68,0.9309,0.9309,0.9302,0.9302,0.9315,0.9309,0.996,0.9751,0.9225,0.9223,0.2013
73962792,9,2,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",80,43200,4800,19,36.62,0.9329,0.9329,0.9333,0.9333,0.9345,0.9329,0.9961,0.9751,0.9246,0.9245,0.1954
73962792,9,2,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",90,48600,5400,18,38.32,0.9317,0.9317,0.9319,0.9319,0.9332,0.9317,0.9962,0.976,0.9233,0.9231,0.2007
73962792,9,2,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",100,54000,6000,17,39.39,0.9348,0.9348,0.9348,0.9348,0.9351,0.9348,0.9964,0.9774,0.9267,0.9266,0.1875
73962792,9,3,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",10,5400,600,18,4.2,0.8871,0.8871,0.8892,0.8892,0.8985,0.8871,0.992,0.9494,0.8742,0.873,0.3145
73962792,9,3,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",20,10800,1200,17,7.79,0.9093,0.9093,0.9089,0.9089,0.9101,0.9093,0.9936,0.9598,0.8982,0.898,0.261
73962792,9,3,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",30,16200,1800,18,12.41,0.9164,0.9164,0.9168,0.9168,0.9182,0.9164,0.9946,0.9655,0.9061,0.906,0.2351
73962792,9,3,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",40,21600,2400,17,15.44,0.9217,0.9217,0.9212,0.9212,0.9221,0.9217,0.9952,0.9692,0.9121,0.9119,0.2189
73962792,9,3,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",50,27000,3000,18,20.66,0.9271,0.9271,0.9269,0.9269,0.9275,0.9271,0.9954,0.9712,0.9181,0.918,0.2155
73962792,9,3,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",60,32400,3600,18,24.83,0.9287,0.9287,0.9284,0.9284,0.9287,0.9287,0.9959,0.9737,0.9198,0.9197,0.2055
73962792,9,3,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",70,37800,4200,17,28.12,0.925,0.925,0.9255,0.9255,0.9269,0.925,0.9956,0.9718,0.9157,0.9156,0.2148
73962792,9,3,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",80,43200,4800,17,33.34,0.9267,0.9267,0.9265,0.9265,0.9267,0.9267,0.9959,0.973,0.9176,0.9175,0.1991
73962792,9,3,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",90,48600,5400,21,45.96,0.9348,0.9348,0.9348,0.9348,0.935,0.9348,0.9963,0.9761,0.9266,0.9266,0.2009
73962792,9,3,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",100,54000,6000,17,39.29,0.9332,0.9332,0.9331,0.9331,0.9338,0.9332,0.9964,0.9763,0.925,0.9249,0.1862
73962792,9,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9]",10,5400,600,16,3.84,0.858,0.858,0.859,0.859,0.8647,0.858,0.9875,0.9261,0.8409,0.8402,0.3848
73962792,9,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9]",20,10800,1200,13,6.05,0.8719,0.8719,0.8713,0.8713,0.8722,0.8719,0.9882,0.9309,0.8561,0.8559,0.3526
73962792,9,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9]",30,16200,1800,16,11.14,0.8918,0.8918,0.8925,0.8925,0.8943,0.8918,0.9916,0.9505,0.8784,0.8782,0.2978
73962792,9,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9]",40,21600,2400,15,13.89,0.893,0.893,0.8898,0.8898,0.8952,0.893,0.9919,0.9514,0.8807,0.8796,0.3076
73962792,9,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9]",50,27000,3000,18,21.76,0.9036,0.9036,0.9031,0.9031,0.9033,0.9036,0.993,0.9583,0.8916,0.8915,0.289
73962792,9,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9]",60,32400,3600,18,25.09,0.9088,0.9088,0.9086,0.9086,0.9086,0.9088,0.9931,0.9592,0.8974,0.8974,0.2679
73962792,9,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9]",70,37800,4200,15,24.69,0.907,0.907,0.9054,0.9054,0.9057,0.907,0.9933,0.9591,0.8956,0.8954,0.2603
73962792,9,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9]",80,43200,4800,17,32.12,0.9081,0.9081,0.9075,0.9075,0.9086,0.9081,0.9938,0.9621,0.8969,0.8966,0.2668
73962792,9,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9]",90,48600,5400,16,33.52,0.9101,0.9101,0.9097,0.9097,0.9105,0.9101,0.994,0.9633,0.899,0.8989,0.2502
73962792,9,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9]",100,54000,6000,16,36.43,0.909,0.909,0.9095,0.9095,0.9118,0.909,0.9938,0.9627,0.8978,0.8976,0.2556
73962792,10,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",10,6000,600,18,4.57,0.8771,0.8771,0.8746,0.8746,0.8756,0.8771,0.99,0.9334,0.8639,0.8634,0.3624
73962792,10,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",20,12000,1200,18,9.05,0.8971,0.8971,0.8953,0.8953,0.898,0.8971,0.9921,0.9481,0.8862,0.8857,0.3159
73962792,10,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",30,18000,1800,14,10.39,0.8958,0.8958,0.8951,0.8951,0.8955,0.8958,0.9924,0.9485,0.8844,0.8842,0.2895
73962792,10,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",40,24000,2400,17,20.39,0.9008,0.9008,0.9011,0.9011,0.9027,0.9008,0.9933,0.9552,0.8899,0.8898,0.2738
73962792,10,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",50,30000,3000,17,20.52,0.908,0.908,0.9063,0.9063,0.9087,0.908,0.9942,0.9607,0.8982,0.8978,0.2646
73962792,10,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",60,36000,3600,17,24.97,0.9121,0.9121,0.9121,0.9121,0.9124,0.9121,0.9943,0.961,0.9024,0.9023,0.2594
73962792,10,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",70,42000,4200,16,28.49,0.9134,0.9134,0.9129,0.9129,0.913,0.9134,0.9948,0.9647,0.9038,0.9038,0.2361
73962792,10,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",80,48000,4800,14,28.33,0.9129,0.9129,0.9126,0.9126,0.9135,0.9129,0.9947,0.9631,0.9034,0.9032,0.2428
73962792,10,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",90,54000,5400,20,46.45,0.919,0.919,0.9193,0.9193,0.9198,0.919,0.9948,0.9652,0.91,0.91,0.25
73962792,10,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",100,60000,6000,17,43.84,0.9196,0.9196,0.9195,0.9195,0.9202,0.9196,0.9954,0.9677,0.9108,0.9107,0.2276
99719928,2,0,"[2, 3]",10,1200,600,50,2.75,0.9775,0.9775,0.9775,0.9775,0.9776,0.9775,0.9961,0.996,0.9551,0.955,0.1381
99719928,2,0,"[2, 3]",20,2400,1200,12,1.27,0.971,0.971,0.971,0.971,0.971,0.971,0.9958,0.9959,0.942,0.942,0.0808
99719928,2,0,"[2, 3]",30,3600,1800,19,3.16,0.9775,0.9775,0.9775,0.9775,0.9776,0.9775,0.9961,0.9961,0.9551,0.955,0.0958
99719928,2,0,"[2, 3]",40,4800,2400,13,2.72,0.9785,0.9785,0.9785,0.9785,0.9786,0.9785,0.9973,0.9973,0.9571,0.957,0.0624
99719928,2,0,"[2, 3]",50,6000,3000,14,3.76,0.981,0.981,0.981,0.981,0.9812,0.981,0.9973,0.9971,0.9622,0.962,0.0784
99719928,2,0,"[2, 3]",60,7200,3600,19,5.81,0.9825,0.9825,0.9825,0.9825,0.9825,0.9825,0.9974,0.9972,0.965,0.965,0.0625
99719928,2,0,"[2, 3]",70,8400,4200,26,9.49,0.9825,0.9825,0.9825,0.9825,0.9825,0.9825,0.9981,0.9981,0.965,0.965,0.0792
99719928,2,0,"[2, 3]",80,9600,4800,28,11.56,0.9825,0.9825,0.9825,0.9825,0.9825,0.9825,0.9971,0.9971,0.965,0.965,0.0827
99719928,2,0,"[2, 3]",90,10800,5400,16,7.42,0.984,0.984,0.984,0.984,0.9841,0.984,0.998,0.998,0.9681,0.968,0.0537
99719928,2,0,"[2, 3]",100,12000,6000,15,7.68,0.9805,0.9805,0.9805,0.9805,0.9806,0.9805,0.9974,0.9972,0.9611,0.961,0.0587
99719928,2,1,"[2, 6]",10,1200,600,16,0.86,0.8755,0.8755,0.8755,0.8755,0.8755,0.8755,0.9508,0.9511,0.751,0.751,0.3109
99719928,2,1,"[2, 6]",20,2400,1200,20,2.15,0.8985,0.8985,0.8984,0.8984,0.9004,0.8985,0.9664,0.9665,0.7989,0.797,0.3262
99719928,2,1,"[2, 6]",30,3600,1800,16,2.59,0.8985,0.8985,0.8985,0.8985,0.8986,0.8985,0.9634,0.9641,0.7971,0.797,0.2677
99719928,2,1,"[2, 6]",40,4800,2400,14,3.6,0.9065,0.9065,0.9064,0.9064,0.9078,0.9065,0.9689,0.9694,0.8143,0.813,0.2425
99719928,2,1,"[2, 6]",50,6000,3000,16,4.18,0.913,0.913,0.913,0.913,0.9136,0.913,0.9724,0.9728,0.8266,0.826,0.2326
99719928,2,1,"[2, 6]",60,7200,3600,14,4.29,0.922,0.922,0.922,0.922,0.922,0.922,0.9743,0.9747,0.844,0.844,0.208
99719928,2,1,"[2, 6]",70,8400,4200,13,4.67,0.9145,0.9145,0.9145,0.9145,0.915,0.9145,0.974,0.9746,0.8295,0.829,0.2091
99719928,2,1,"[2, 6]",80,9600,4800,15,6.61,0.924,0.924,0.924,0.924,0.9242,0.924,0.9771,0.9775,0.8482,0.848,0.2063
99719928,2,1,"[2, 6]",90,10800,5400,14,7.28,0.9225,0.9225,0.9225,0.9225,0.9233,0.9225,0.9776,0.9781,0.8458,0.845,0.1995
99719928,2,1,"[2, 6]",100,12000,6000,14,7.29,0.9195,0.9195,0.9195,0.9195,0.9199,0.9195,0.9772,0.9775,0.8394,0.839,0.207
99719928,2,2,"[2, 8]",10,1200,600,22,1.12,0.988,0.988,0.988,0.988,0.988,0.988,0.9996,0.9996,0.976,0.976,0.0319
99719928,2,2,"[2, 8]",20,2400,1200,17,1.75,0.99,0.99,0.99,0.99,0.99,0.99,0.9996,0.9996,0.98,0.98,0.0279
99719928,2,2,"[2, 8]",30,3600,1800,13,1.99,0.989,0.989,0.989,0.989,0.989,0.989,0.9997,0.9997,0.978,0.978,0.0271
99719928,2,2,"[2, 8]",40,4800,2400,17,3.47,0.996,0.996,0.996,0.996,0.996,0.996,0.9999,0.9999,0.992,0.992,0.0116
99719928,2,2,"[2, 8]",50,6000,3000,13,3.25,0.993,0.993,0.993,0.993,0.993,0.993,0.9998,0.9998,0.986,0.986,0.0226
99719928,2,2,"[2, 8]",60,7200,3600,18,5.53,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,1.0,1.0,0.995,0.995,0.0062
99719928,2,2,"[2, 8]",70,8400,4200,47,17.1,0.997,0.997,0.997,0.997,0.997,0.997,1.0,1.0,0.994,0.994,0.0106
99719928,2,2,"[2, 8]",80,9600,4800,19,7.61,0.997,0.997,0.997,0.997,0.997,0.997,0.9999,0.9999,0.994,0.994,0.0105
99719928,2,2,"[2, 8]",90,10800,5400,33,15.21,0.997,0.997,0.997,0.997,0.997,0.997,1.0,1.0,0.994,0.994,0.0059
99719928,2,2,"[2, 8]",100,12000,6000,20,10.24,0.998,0.998,0.998,0.998,0.998,0.998,1.0,1.0,0.996,0.996,0.005
99719928,2,3,"[5, 8]",10,1200,600,14,0.75,0.993,0.993,0.993,0.993,0.993,0.993,0.9996,0.9997,0.986,0.986,0.02
99719928,2,3,"[5, 8]",20,2400,1200,23,2.33,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9999,0.9999,0.989,0.989,0.026
99719928,2,3,"[5, 8]",30,3600,1800,22,3.39,0.9835,0.9835,0.9835,0.9835,0.984,0.9835,0.9999,0.9999,0.9675,0.967,0.0544
99719928,2,3,"[5, 8]",40,4800,2400,13,2.71,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9997,0.9997,0.991,0.991,0.0151
99719928,2,3,"[5, 8]",50,6000,3000,34,8.76,0.997,0.997,0.997,0.997,0.997,0.997,1.0,1.0,0.994,0.994,0.0051
99719928,2,3,"[5, 8]",60,7200,3600,15,4.56,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,1.0,1.0,0.995,0.995,0.0089
99719928,2,3,"[5, 8]",70,8400,4200,18,6.33,0.9975,0.9975,0.9975,0.9975,0.9975,0.9975,1.0,1.0,0.995,0.995,0.0097
99719928,2,3,"[5, 8]",80,9600,4800,24,9.77,0.9985,0.9985,0.9985,0.9985,0.9985,0.9985,1.0,1.0,0.997,0.997,0.0022
99719928,2,3,"[5, 8]",90,10800,5400,11,5.11,0.9955,0.9955,0.9955,0.9955,0.9955,0.9955,0.9999,0.9999,0.991,0.991,0.0128
99719928,2,3,"[5, 8]",100,12000,6000,19,9.85,0.999,0.999,0.999,0.999,0.999,0.999,1.0,1.0,0.998,0.998,0.0033
99719928,2,4,"[7, 9]",10,1200,600,16,0.83,0.957,0.957,0.957,0.957,0.9572,0.957,0.9933,0.9935,0.9142,0.914,0.1128
99719928,2,4,"[7, 9]",20,2400,1200,20,2.15,0.968,0.968,0.968,0.968,0.968,0.968,0.9954,0.9955,0.936,0.936,0.1023
99719928,2,4,"[7, 9]",30,3600,1800,15,2.38,0.972,0.972,0.972,0.972,0.972,0.972,0.9964,0.9965,0.944,0.944,0.0758
99719928,2,4,"[7, 9]",40,4800,2400,14,2.94,0.97,0.97,0.97,0.97,0.97,0.97,0.9953,0.9954,0.94,0.94,0.0834
99719928,2,4,"[7, 9]",50,6000,3000,14,3.65,0.97,0.97,0.97,0.97,0.9704,0.97,0.996,0.9961,0.9404,0.94,0.0847
99719928,2,4,"[7, 9]",60,7200,3600,14,4.4,0.9725,0.9725,0.9725,0.9725,0.9729,0.9725,0.9965,0.9966,0.9454,0.945,0.0784
99719928,2,4,"[7, 9]",70,8400,4200,14,5.32,0.973,0.973,0.973,0.973,0.973,0.973,0.9963,0.9964,0.946,0.946,0.0819
99719928,2,4,"[7, 9]",80,9600,4800,13,5.4,0.975,0.975,0.975,0.975,0.9752,0.975,0.9968,0.9969,0.9502,0.95,0.0721
99719928,2,4,"[7, 9]",90,10800,5400,16,7.37,0.973,0.973,0.973,0.973,0.9735,0.973,0.9971,0.9972,0.9465,0.946,0.0772
99719928,2,4,"[7, 9]",100,12000,6000,20,10.28,0.9785,0.9785,0.9785,0.9785,0.9785,0.9785,0.9971,0.9971,0.957,0.957,0.0882
99719928,3,0,"[0, 2, 9]",10,1800,600,22,1.8,0.9713,0.9713,0.9713,0.9713,0.9714,0.9713,0.997,0.9941,0.957,0.957,0.1128
99719928,3,0,"[0, 2, 9]",20,3600,1200,15,2.34,0.975,0.975,0.975,0.975,0.975,0.975,0.997,0.9935,0.9625,0.9625,0.0859
99719928,3,0,"[0, 2, 9]",30,5400,1800,13,3.06,0.9767,0.9767,0.9767,0.9767,0.9767,0.9767,0.9979,0.9957,0.965,0.965,0.0687
99719928,3,0,"[0, 2, 9]",40,7200,2400,12,3.7,0.976,0.976,0.976,0.976,0.976,0.976,0.9977,0.9954,0.964,0.964,0.0722
99719928,3,0,"[0, 2, 9]",50,9000,3000,16,6.03,0.9783,0.9783,0.9783,0.9783,0.9783,0.9783,0.9984,0.9967,0.9675,0.9675,0.0601
99719928,3,0,"[0, 2, 9]",60,10800,3600,14,6.35,0.9803,0.9803,0.9803,0.9803,0.9804,0.9803,0.9986,0.9973,0.9706,0.9705,0.0546
99719928,3,0,"[0, 2, 9]",70,12600,4200,14,7.66,0.9793,0.9793,0.9793,0.9793,0.9794,0.9793,0.9986,0.9972,0.969,0.969,0.0547
99719928,3,0,"[0, 2, 9]",80,14400,4800,12,7.51,0.9783,0.9783,0.9783,0.9783,0.9783,0.9783,0.9984,0.9969,0.9675,0.9675,0.0573
99719928,3,0,"[0, 2, 9]",90,16200,5400,19,13.08,0.981,0.981,0.981,0.981,0.981,0.981,0.9982,0.9964,0.9715,0.9715,0.0615
99719928,3,0,"[0, 2, 9]",100,18000,6000,13,10.19,0.98,0.98,0.98,0.98,0.98,0.98,0.9984,0.9968,0.97,0.97,0.0572
99719928,3,1,"[0, 6, 8]",10,1800,600,15,1.19,0.877,0.877,0.8769,0.8769,0.8769,0.877,0.9674,0.9377,0.8156,0.8155,0.3177
99719928,3,1,"[0, 6, 8]",20,3600,1200,16,2.62,0.8943,0.8943,0.894,0.894,0.8959,0.8943,0.9774,0.9576,0.8426,0.8415,0.2705
99719928,3,1,"[0, 6, 8]",30,5400,1800,14,3.33,0.8977,0.8977,0.8969,0.8969,0.9002,0.8977,0.9778,0.9582,0.8484,0.8465,0.2469
99719928,3,1,"[0, 6, 8]",40,7200,2400,15,4.66,0.9037,0.9037,0.9032,0.9032,0.9052,0.9037,0.9813,0.9648,0.8567,0.8555,0.2252
99719928,3,1,"[0, 6, 8]",50,9000,3000,18,6.91,0.915,0.915,0.9148,0.9148,0.9158,0.915,0.984,0.97,0.8731,0.8725,0.2398
99719928,3,1,"[0, 6, 8]",60,10800,3600,18,8.6,0.917,0.917,0.9169,0.9169,0.9186,0.917,0.9854,0.9721,0.8764,0.8755,0.2119
99719928,3,1,"[0, 6, 8]",70,12600,4200,19,10.67,0.911,0.911,0.9106,0.9106,0.9122,0.911,0.9834,0.9688,0.8675,0.8665,0.2274
99719928,3,1,"[0, 6, 8]",80,14400,4800,13,8.34,0.9087,0.9087,0.9084,0.9084,0.9092,0.9087,0.9826,0.9672,0.8635,0.863,0.2104
99719928,3,1,"[0, 6, 8]",90,16200,5400,15,12.09,0.9183,0.9183,0.9182,0.9182,0.9183,0.9183,0.9854,0.9724,0.8776,0.8775,0.2038
99719928,3,1,"[0, 6, 8]",100,18000,6000,16,12.8,0.915,0.915,0.9147,0.9147,0.9151,0.915,0.9864,0.9744,0.8729,0.8725,0.1955
99719928,3,2,"[1, 4, 7]",10,1800,600,13,1.29,0.9943,0.9943,0.9943,0.9943,0.9943,0.9943,0.9999,0.9998,0.9915,0.9915,0.0202
99719928,3,2,"[1, 4, 7]",20,3600,1200,28,5.22,0.996,0.996,0.996,0.996,0.996,0.996,0.9999,0.9999,0.994,0.994,0.0163
99719928,3,2,"[1, 4, 7]",30,5400,1800,42,11.49,0.997,0.997,0.997,0.997,0.997,0.997,1.0,1.0,0.9955,0.9955,0.0079
99719928,3,2,"[1, 4, 7]",40,7200,2400,12,4.4,0.9977,0.9977,0.9977,0.9977,0.9977,0.9977,1.0,1.0,0.9965,0.9965,0.007
99719928,3,2,"[1, 4, 7]",50,9000,3000,21,9.22,0.9977,0.9977,0.9977,0.9977,0.9977,0.9977,1.0,0.9999,0.9965,0.9965,0.0127
99719928,3,2,"[1, 4, 7]",60,10800,3600,14,7.46,0.9973,0.9973,0.9973,0.9973,0.9973,0.9973,1.0,1.0,0.996,0.996,0.0075
99719928,3,2,"[1, 4, 7]",70,12600,4200,22,13.55,0.9973,0.9973,0.9973,0.9973,0.9973,0.9973,1.0,1.0,0.996,0.996,0.0054
99719928,3,2,"[1, 4, 7]",80,14400,4800,17,11.63,0.9977,0.9977,0.9977,0.9977,0.9977,0.9977,1.0,1.0,0.9965,0.9965,0.005
99719928,3,2,"[1, 4, 7]",90,16200,5400,24,18.27,0.998,0.998,0.998,0.998,0.998,0.998,1.0,1.0,0.997,0.997,0.005
