seed,noise_rate,noisy_pct,clean_samples,noisy_samples,num_corrupted,total_samples,epochs_trained,training_time,accuracy,balanced_accuracy,f1_macro,f1_weighted,precision_macro,recall_macro,auroc_macro,auprc_macro,mcc,cohens_kappa,log_loss
73962792,0.3,35,30000,21000,6265,51000,17,36.47,0.9076,0.9076,0.9075,0.9075,0.908,0.9076,0.9931,0.958,0.8974,0.8973,0.3594
73962792,0.3,40,30000,24000,7131,54000,15,34.2,0.9033,0.9033,0.9044,0.9044,0.908,0.9033,0.9922,0.9526,0.8929,0.8926,0.3776
73962792,0.3,45,30000,27000,8009,57000,15,36.02,0.9058,0.9058,0.9056,0.9056,0.9059,0.9058,0.9925,0.9553,0.8954,0.8953,0.4232
73962792,0.3,50,30000,30000,8930,60000,15,37.33,0.9073,0.9073,0.9083,0.9083,0.911,0.9073,0.9932,0.9581,0.8972,0.897,0.4365
73962792,0.35,0,30000,0,0,30000,17,20.94,0.9124,0.9124,0.9115,0.9115,0.9118,0.9124,0.9943,0.9618,0.9028,0.9027,0.255
73962792,0.35,5,30000,3000,1026,33000,18,24.57,0.9024,0.9024,0.902,0.902,0.9033,0.9024,0.9933,0.9578,0.8917,0.8916,0.2864
73962792,0.35,10,30000,6000,2084,36000,15,22.02,0.8928,0.8928,0.8899,0.8899,0.8985,0.8928,0.9929,0.9532,0.8822,0.8809,0.3399
73962792,0.35,15,30000,9000,3138,39000,16,25.87,0.9022,0.9022,0.9008,0.9008,0.9021,0.9022,0.9925,0.9521,0.8916,0.8913,0.3391
73962792,0.35,20,30000,12000,4194,42000,17,29.31,0.8948,0.8948,0.8902,0.8902,0.8972,0.8948,0.9921,0.9512,0.8842,0.8831,0.3797
73962792,0.35,25,30000,15000,5267,45000,14,25.64,0.8973,0.8973,0.896,0.896,0.8972,0.8973,0.9924,0.9511,0.8862,0.8859,0.3936
73962792,0.35,30,30000,18000,6283,48000,17,33.51,0.9044,0.9044,0.9038,0.9038,0.9039,0.9044,0.9921,0.952,0.8939,0.8938,0.3718
73962792,0.35,35,30000,21000,7326,51000,15,31.44,0.9058,0.9058,0.9047,0.9047,0.9053,0.9058,0.9929,0.9553,0.8955,0.8953,0.397
73962792,0.35,40,30000,24000,8335,54000,17,39.59,0.9026,0.9026,0.9031,0.9031,0.9059,0.9026,0.9918,0.9525,0.892,0.8918,0.4617
73962792,0.35,45,30000,27000,9366,57000,16,40.02,0.9113,0.9113,0.9114,0.9114,0.9116,0.9113,0.9926,0.9554,0.9015,0.9014,0.4402
73962792,0.35,50,30000,30000,10416,60000,14,37.16,0.9013,0.9013,0.9001,0.9001,0.9015,0.9013,0.9925,0.9528,0.8906,0.8903,0.4365
73962792,0.4,0,30000,0,0,30000,17,22.25,0.9124,0.9124,0.9115,0.9115,0.9118,0.9124,0.9943,0.9618,0.9028,0.9027,0.255
73962792,0.4,5,30000,3000,1181,33000,14,20.1,0.9028,0.9028,0.9022,0.9022,0.903,0.9028,0.9929,0.9539,0.8922,0.892,0.2863
73962792,0.4,10,30000,6000,2384,36000,15,23.18,0.9009,0.9009,0.8997,0.8997,0.9011,0.9009,0.9925,0.9533,0.8902,0.8899,0.3135
73962792,0.4,15,30000,9000,3592,39000,18,30.34,0.9047,0.9047,0.9032,0.9032,0.9044,0.9047,0.9922,0.9534,0.8944,0.8941,0.3318
73962792,0.4,20,30000,12000,4801,42000,15,26.49,0.8985,0.8985,0.8991,0.8991,0.9008,0.8985,0.9925,0.9524,0.8874,0.8872,0.3779
73962792,0.4,25,30000,15000,6009,45000,16,30.82,0.9022,0.9022,0.9013,0.9013,0.9032,0.9022,0.9926,0.9536,0.8917,0.8913,0.3647
73962792,0.4,30,30000,18000,7186,48000,17,34.78,0.9066,0.9066,0.9063,0.9063,0.9063,0.9066,0.9928,0.9545,0.8963,0.8962,0.4058
73962792,0.4,35,30000,21000,8389,51000,15,32.39,0.9029,0.9029,0.9015,0.9015,0.9046,0.9029,0.9923,0.9535,0.8927,0.8921,0.429
73962792,0.4,40,30000,24000,9545,54000,17,39.13,0.9037,0.9037,0.9031,0.9031,0.9039,0.9037,0.9926,0.9542,0.8932,0.893,0.4134
73962792,0.4,45,30000,27000,10704,57000,16,38.87,0.9025,0.9025,0.9028,0.9028,0.9036,0.9025,0.9925,0.9513,0.8917,0.8917,0.4659
73962792,0.4,50,30000,30000,11898,60000,17,42.64,0.9053,0.9053,0.9042,0.9042,0.9053,0.9053,0.9927,0.9548,0.895,0.8948,0.4931
99719928,0.05,0,30000,0,0,30000,19,23.47,0.9089,0.9089,0.9091,0.9091,0.91,0.9089,0.994,0.9603,0.8989,0.8988,0.2622
99719928,0.05,5,30000,3000,147,33000,18,24.67,0.9164,0.9164,0.9163,0.9163,0.9166,0.9164,0.9944,0.9628,0.9071,0.9071,0.247
99719928,0.05,10,30000,6000,289,36000,14,20.75,0.908,0.908,0.9075,0.9075,0.9076,0.908,0.9939,0.9591,0.8979,0.8978,0.256
99719928,0.05,15,30000,9000,427,39000,18,29.56,0.9132,0.9132,0.9134,0.9134,0.9141,0.9132,0.9938,0.9618,0.9036,0.9036,0.2563
99719928,0.05,20,30000,12000,591,42000,15,26.32,0.9089,0.9089,0.9076,0.9076,0.9086,0.9089,0.9938,0.9598,0.899,0.8988,0.2579
99719928,0.05,25,30000,15000,721,45000,19,35.56,0.913,0.913,0.9136,0.9136,0.9146,0.913,0.9942,0.9626,0.9034,0.9033,0.2503
99719928,0.05,30,30000,18000,863,48000,17,33.44,0.9153,0.9153,0.9139,0.9139,0.9151,0.9153,0.9943,0.9635,0.9062,0.9059,0.245
99719928,0.05,35,30000,21000,1025,51000,16,33.5,0.9138,0.9138,0.914,0.914,0.915,0.9138,0.9943,0.9637,0.9043,0.9042,0.2505
99719928,0.05,40,30000,24000,1198,54000,16,35.84,0.9129,0.9129,0.9129,0.9129,0.9136,0.9129,0.9943,0.9628,0.9033,0.9032,0.2497
99719928,0.05,45,30000,27000,1351,57000,17,40.47,0.9194,0.9194,0.9192,0.9192,0.9195,0.9194,0.9945,0.965,0.9105,0.9104,0.2425
99719928,0.05,50,30000,30000,1523,60000,16,39.78,0.9183,0.9183,0.918,0.918,0.918,0.9183,0.9943,0.9636,0.9093,0.9092,0.2432
99719928,0.1,0,30000,0,0,30000,19,23.29,0.9089,0.9089,0.9091,0.9091,0.91,0.9089,0.994,0.9603,0.8989,0.8988,0.2622
99719928,0.1,5,30000,3000,293,33000,19,26.04,0.9119,0.9119,0.9119,0.9119,0.9127,0.9119,0.9938,0.9613,0.9022,0.9021,0.2585
99719928,0.1,10,30000,6000,591,36000,16,23.92,0.9044,0.9044,0.9035,0.9035,0.9049,0.9044,0.9937,0.9587,0.8941,0.8938,0.2662
99719928,0.1,15,30000,9000,871,39000,17,27.42,0.9116,0.9116,0.9113,0.9113,0.9119,0.9116,0.9939,0.9604,0.9019,0.9018,0.2563
99719928,0.1,20,30000,12000,1173,42000,15,26.25,0.9074,0.9074,0.9057,0.9057,0.9075,0.9074,0.9936,0.9579,0.8975,0.8971,0.2782
99719928,0.1,25,30000,15000,1438,45000,15,26.96,0.9067,0.9067,0.9061,0.9061,0.9071,0.9067,0.9936,0.959,0.8965,0.8963,0.2769
99719928,0.1,30,30000,18000,1746,48000,16,33.86,0.9136,0.9136,0.914,0.914,0.9152,0.9136,0.9938,0.9615,0.9041,0.904,0.2719
99719928,0.1,35,30000,21000,2048,51000,14,30.44,0.9091,0.9091,0.9087,0.9087,0.9096,0.9091,0.9936,0.9591,0.8992,0.899,0.2826
99719928,0.1,40,30000,24000,2353,54000,16,36.93,0.9142,0.9142,0.9145,0.9145,0.9154,0.9142,0.9941,0.9628,0.9047,0.9047,0.2646
99719928,0.1,45,30000,27000,2667,57000,16,38.18,0.9146,0.9146,0.9143,0.9143,0.9149,0.9146,0.994,0.962,0.9052,0.9051,0.287
99719928,0.1,50,30000,30000,2992,60000,15,36.97,0.9152,0.9152,0.9156,0.9156,0.9167,0.9152,0.9939,0.9609,0.9059,0.9058,0.2933
99719928,0.15,0,30000,0,0,30000,19,23.79,0.9089,0.9089,0.9091,0.9091,0.91,0.9089,0.994,0.9603,0.8989,0.8988,0.2622
99719928,0.15,5,30000,3000,419,33000,17,23.35,0.9133,0.9133,0.9136,0.9136,0.914,0.9133,0.994,0.962,0.9037,0.9037,0.2482
99719928,0.15,10,30000,6000,879,36000,16,24.2,0.9128,0.9128,0.912,0.912,0.912,0.9128,0.9937,0.9596,0.9032,0.9031,0.2656
99719928,0.15,15,30000,9000,1307,39000,16,26.39,0.9076,0.9076,0.9086,0.9086,0.9109,0.9076,0.9937,0.9596,0.8975,0.8973,0.272
99719928,0.15,20,30000,12000,1769,42000,14,24.9,0.9037,0.9037,0.9033,0.9033,0.9039,0.9037,0.9936,0.958,0.8931,0.893,0.2842
99719928,0.15,25,30000,15000,2184,45000,15,28.67,0.9115,0.9115,0.9103,0.9103,0.9111,0.9115,0.9935,0.9578,0.9019,0.9017,0.2933
99719928,0.15,30,30000,18000,2643,48000,17,34.04,0.9084,0.9084,0.9082,0.9082,0.909,0.9084,0.9935,0.9589,0.8983,0.8982,0.2981
99719928,0.15,35,30000,21000,3080,51000,14,29.81,0.9108,0.9108,0.9102,0.9102,0.9106,0.9108,0.9936,0.9594,0.901,0.9009,0.301
99719928,0.15,40,30000,24000,3515,54000,18,39.63,0.9139,0.9139,0.9127,0.9127,0.9136,0.9139,0.9934,0.9604,0.9046,0.9043,0.2845
99719928,0.15,45,30000,27000,4000,57000,15,35.13,0.9086,0.9086,0.907,0.907,0.9084,0.9086,0.9932,0.9577,0.8988,0.8984,0.3394
99719928,0.15,50,30000,30000,4469,60000,14,33.92,0.9068,0.9068,0.9071,0.9071,0.908,0.9068,0.9934,0.9579,0.8965,0.8964,0.3034
99719928,0.2,0,30000,0,0,30000,19,23.73,0.9089,0.9089,0.9091,0.9091,0.91,0.9089,0.994,0.9603,0.8989,0.8988,0.2622
99719928,0.2,5,30000,3000,579,33000,16,22.03,0.9093,0.9093,0.9083,0.9083,0.9088,0.9093,0.9936,0.96,0.8994,0.8992,0.2675
99719928,0.2,10,30000,6000,1203,36000,15,22.46,0.9051,0.9051,0.9049,0.9049,0.9067,0.9051,0.9933,0.9592,0.8948,0.8946,0.2959
99719928,0.2,15,30000,9000,1772,39000,15,23.48,0.9069,0.9069,0.906,0.906,0.9076,0.9069,0.9932,0.9569,0.8969,0.8966,0.2988
99719928,0.2,20,30000,12000,2350,42000,15,27.13,0.9061,0.9061,0.9056,0.9056,0.9062,0.9061,0.9931,0.9564,0.8958,0.8957,0.301
99719928,0.2,25,30000,15000,2922,45000,16,31.25,0.9094,0.9094,0.9083,0.9083,0.909,0.9094,0.9926,0.9562,0.8996,0.8993,0.3312
99719928,0.2,30,30000,18000,3526,48000,16,32.48,0.9084,0.9084,0.907,0.907,0.9081,0.9084,0.9937,0.959,0.8985,0.8982,0.3212
99719928,0.2,35,30000,21000,4115,51000,18,40.61,0.9117,0.9117,0.911,0.911,0.9118,0.9117,0.993,0.959,0.9021,0.9019,0.3569
99719928,0.2,40,30000,24000,4730,54000,16,38.41,0.9107,0.9107,0.9094,0.9094,0.9114,0.9107,0.9936,0.9609,0.9012,0.9008,0.3175
99719928,0.2,45,30000,27000,5366,57000,15,38.18,0.9012,0.9012,0.9003,0.9003,0.9019,0.9012,0.9931,0.9575,0.8905,0.8902,0.3647
99719928,0.2,50,30000,30000,5973,60000,15,39.03,0.9113,0.9113,0.9114,0.9114,0.9118,0.9113,0.9937,0.9598,0.9015,0.9014,0.3369
99719928,0.25,0,30000,0,0,30000,19,24.66,0.9089,0.9089,0.9091,0.9091,0.91,0.9089,0.994,0.9603,0.8989,0.8988,0.2622
99719928,0.25,5,30000,3000,732,33000,16,24.1,0.8972,0.8972,0.8948,0.8948,0.8994,0.8972,0.9923,0.9533,0.8865,0.8858,0.3079
99719928,0.25,10,30000,6000,1519,36000,17,27.85,0.9036,0.9036,0.9024,0.9024,0.9033,0.9036,0.9929,0.9576,0.8931,0.8929,0.2934
99719928,0.25,15,30000,9000,2255,39000,17,30.29,0.9075,0.9075,0.9067,0.9067,0.9073,0.9075,0.9933,0.9576,0.8974,0.8972,0.3143
99719928,0.25,20,30000,12000,2975,42000,17,31.62,0.9089,0.9089,0.9082,0.9082,0.9079,0.9089,0.993,0.9567,0.8988,0.8988,0.3285
99719928,0.25,25,30000,15000,3709,45000,14,27.44,0.9003,0.9003,0.8987,0.8987,0.901,0.9003,0.993,0.9547,0.8897,0.8892,0.3519
99719928,0.25,30,30000,18000,4451,48000,14,29.16,0.9026,0.9026,0.9022,0.9022,0.9027,0.9026,0.9929,0.9543,0.8919,0.8918,0.3448
99719928,0.25,35,30000,21000,5198,51000,16,35.06,0.9071,0.9071,0.9074,0.9074,0.9089,0.9071,0.993,0.9561,0.8969,0.8968,0.3367
99719928,0.25,40,30000,24000,5967,54000,16,36.48,0.9103,0.9103,0.9105,0.9105,0.9112,0.9103,0.9934,0.9577,0.9004,0.9003,0.3317
99719928,0.25,45,30000,27000,6756,57000,17,40.59,0.9119,0.9119,0.9106,0.9106,0.9125,0.9119,0.9929,0.9591,0.9025,0.9021,0.3725
99719928,0.25,50,30000,30000,7523,60000,17,41.89,0.9096,0.9096,0.9099,0.9099,0.9106,0.9096,0.9929,0.9559,0.8996,0.8996,0.37
99719928,0.3,0,30000,0,0,30000,19,23.61,0.9089,0.9089,0.9091,0.9091,0.91,0.9089,0.994,0.9603,0.8989,0.8988,0.2622
99719928,0.3,5,30000,3000,876,33000,16,22.26,0.9071,0.9071,0.9073,0.9073,0.9087,0.9071,0.9936,0.96,0.8969,0.8968,0.2667
99719928,0.3,10,30000,6000,1803,36000,16,23.91,0.906,0.906,0.9058,0.9058,0.9062,0.906,0.9927,0.9559,0.8956,0.8956,0.2972
99719928,0.3,15,30000,9000,2682,39000,17,27.93,0.9103,0.9103,0.9086,0.9086,0.9099,0.9103,0.9926,0.9566,0.9007,0.9003,0.3248
99719928,0.3,20,30000,12000,3580,42000,16,27.67,0.9019,0.9019,0.9016,0.9016,0.9047,0.9019,0.9925,0.9558,0.8914,0.891,0.3602
99719928,0.3,25,30000,15000,4449,45000,18,33.03,0.908,0.908,0.9067,0.9067,0.9086,0.908,0.9931,0.9569,0.8981,0.8978,0.351
99719928,0.3,30,30000,18000,5346,48000,14,27.37,0.9059,0.9059,0.9048,0.9048,0.9054,0.9059,0.993,0.955,0.8956,0.8954,0.3638
99719928,0.3,35,30000,21000,6260,51000,15,31.32,0.9063,0.9063,0.9057,0.9057,0.9053,0.9063,0.9925,0.9527,0.8959,0.8959,0.3721
99719928,0.3,40,30000,24000,7187,54000,16,35.27,0.9055,0.9055,0.9048,0.9048,0.906,0.9055,0.9921,0.9521,0.8952,0.895,0.3629
99719928,0.3,45,30000,27000,8122,57000,16,37.66,0.9049,0.9049,0.9048,0.9048,0.9054,0.9049,0.9922,0.9532,0.8944,0.8943,0.4072
99719928,0.3,50,30000,30000,9044,60000,14,34.64,0.9025,0.9025,0.9031,0.9031,0.9064,0.9025,0.993,0.9558,0.892,0.8917,0.449
99719928,0.35,0,30000,0,0,30000,19,23.68,0.9089,0.9089,0.9091,0.9091,0.91,0.9089,0.994,0.9603,0.8989,0.8988,0.2622
99719928,0.35,5,30000,3000,1054,33000,19,27.36,0.9099,0.9099,0.9101,0.9101,0.9109,0.9099,0.993,0.9581,0.9,0.8999,0.2821
99719928,0.35,10,30000,6000,2147,36000,15,23.54,0.9005,0.9005,0.8973,0.8973,0.9029,0.9005,0.9925,0.954,0.8903,0.8894,0.3361
99719928,0.35,15,30000,9000,3171,39000,15,25.35,0.9002,0.9002,0.8987,0.8987,0.9007,0.9002,0.9926,0.9545,0.8895,0.8891,0.3395
99719928,0.35,20,30000,12000,4210,42000,17,30.4,0.9061,0.9061,0.9051,0.9051,0.9058,0.9061,0.9927,0.9546,0.8959,0.8957,0.3148
99719928,0.35,25,30000,15000,5239,45000,14,27.04,0.9003,0.9003,0.8985,0.8985,0.9014,0.9003,0.9925,0.9531,0.8898,0.8892,0.3934
99719928,0.35,30,30000,18000,6298,48000,15,30.26,0.9041,0.9041,0.9041,0.9041,0.9044,0.9041,0.9931,0.9551,0.8935,0.8934,0.3529
99719928,0.35,35,30000,21000,7365,51000,18,38.34,0.9079,0.9079,0.9072,0.9072,0.9074,0.9079,0.9922,0.9518,0.8978,0.8977,0.3992
99719928,0.35,40,30000,24000,8423,54000,17,38.16,0.9043,0.9043,0.9046,0.9046,0.907,0.9043,0.9918,0.952,0.8939,0.8937,0.4608
99719928,0.35,45,30000,27000,9522,57000,16,37.12,0.9028,0.9028,0.9018,0.9018,0.9034,0.9028,0.9925,0.9531,0.8923,0.892,0.4314
99719928,0.35,50,30000,30000,10596,60000,15,36.49,0.9042,0.9042,0.9035,0.9035,0.9056,0.9042,0.9925,0.9533,0.8939,0.8936,0.4463
99719928,0.4,0,30000,0,0,30000,19,23.01,0.9089,0.9089,0.9091,0.9091,0.91,0.9089,0.994,0.9603,0.8989,0.8988,0.2622
99719928,0.4,5,30000,3000,1219,33000,14,19.07,0.8952,0.8952,0.895,0.895,0.8963,0.8952,0.9922,0.9508,0.8837,0.8836,0.3287
99719928,0.4,10,30000,6000,2462,36000,14,20.79,0.8971,0.8971,0.8969,0.8969,0.8982,0.8971,0.9921,0.9515,0.8858,0.8857,0.3361
99719928,0.4,15,30000,9000,3652,39000,15,23.82,0.8995,0.8995,0.8972,0.8972,0.9,0.8995,0.9928,0.9553,0.8889,0.8883,0.3505
99719928,0.4,20,30000,12000,4836,42000,15,26.42,0.9046,0.9046,0.9047,0.9047,0.905,0.9046,0.9925,0.9527,0.894,0.894,0.3782
99719928,0.4,25,30000,15000,6015,45000,14,26.21,0.8993,0.8993,0.8978,0.8978,0.8991,0.8993,0.992,0.9503,0.8884,0.8881,0.4285
99719928,0.4,30,30000,18000,7218,48000,17,33.91,0.9072,0.9072,0.9074,0.9074,0.9082,0.9072,0.9924,0.9547,0.8969,0.8969,0.4118
99719928,0.4,35,30000,21000,8432,51000,16,34.11,0.9054,0.9054,0.9046,0.9046,0.9049,0.9054,0.9929,0.954,0.895,0.8949,0.4023
99719928,0.4,40,30000,24000,9635,54000,15,33.75,0.9008,0.9008,0.9013,0.9013,0.9025,0.9008,0.992,0.9515,0.8899,0.8898,0.4885
99719928,0.4,45,30000,27000,10884,57000,19,44.6,0.9069,0.9069,0.9061,0.9061,0.9068,0.9069,0.9917,0.951,0.8967,0.8966,0.4664
99719928,0.4,50,30000,30000,12096,60000,18,43.99,0.9084,0.9084,0.9067,0.9067,0.9084,0.9084,0.9929,0.9547,0.8986,0.8982,0.4744
